timestamp(America/Denver),score,temp,humid,co2,voc,pm25
2024-03-22 23:05:00,87.0,16.9,32.8,422.8,77.4,1.2
2024-03-22 23:10:00,87.0,16.9,32.9,423.8,77.2,1.0
2024-03-22 23:15:00,87.0,16.9,32.8,423.4,77.0,1.0
2024-03-22 23:20:00,87.0,16.9,32.7,423.0,78.5,1.2
2024-03-22 23:25:00,87.0,16.8,32.7,425.4,77.0,1.4
2024-03-22 23:30:00,87.0,16.8,32.7,424.2,78.2,1.0
2024-03-22 23:35:00,86.4,16.8,32.6,426.2,77.0,1.0
2024-03-22 23:40:00,86.0,16.8,32.5,425.2,75.0,1.2
2024-03-22 23:45:00,86.0,16.8,32.5,424.2,73.0,1.2
2024-03-22 23:50:00,86.0,16.7,32.7,425.0,71.8,1.0
2024-03-22 23:55:00,86.4,16.7,32.8,425.2,74.0,1.4
2024-03-23 00:00:00,87.0,16.7,33.2,426.2,74.4,1.4
2024-03-23 00:05:00,87.0,16.7,33.4,425.2,76.0,1.0
2024-03-23 00:10:00,87.0,16.7,33.7,425.4,78.2,1.2
2024-03-23 00:15:00,87.0,16.7,33.9,427.0,77.6,1.0
2024-03-23 00:20:00,87.4,16.7,34.4,430.8,77.2,1.6
2024-03-23 00:25:00,88.0,16.9,33.8,432.4,79.2,1.4
2024-03-23 00:30:00,88.0,17.2,33.0,428.8,81.4,1.4
2024-03-23 00:35:00,88.0,17.5,32.6,426.6,82.2,1.6
2024-03-23 00:40:00,88.6,17.7,32.3,427.8,80.0,1.4
2024-03-23 00:45:00,89.0,17.9,31.8,427.4,82.4,1.2
2024-03-23 00:50:00,89.0,18.2,31.3,429.4,82.6,1.2
2024-03-23 00:55:00,89.0,18.3,31.0,433.4,81.2,1.2
2024-03-23 01:00:00,89.0,18.4,30.8,433.6,81.8,1.6
2024-03-23 01:05:00,89.0,18.5,30.6,434.2,79.2,1.8
2024-03-23 01:10:00,89.0,18.5,30.7,435.4,79.8,1.4
2024-03-23 01:15:00,89.0,18.5,30.8,432.8,78.6,1.6
2024-03-23 01:20:00,89.0,18.5,30.8,433.4,78.8,1.2
2024-03-23 01:25:00,89.0,18.5,30.7,434.2,78.2,1.0
2024-03-23 01:30:00,89.0,18.5,30.7,435.6,77.0,1.4
2024-03-23 01:35:00,89.0,18.5,30.6,437.6,76.4,1.4
2024-03-23 01:40:00,89.0,18.5,30.4,437.0,76.4,1.4
2024-03-23 01:45:00,89.0,18.6,30.1,434.0,74.6,1.4
2024-03-23 01:50:00,89.0,18.6,29.9,433.0,73.2,1.6
2024-03-23 01:55:00,89.0,18.6,29.8,432.6,73.8,1.2
2024-03-23 02:00:00,89.0,18.6,29.8,434.0,73.6,1.6
2024-03-23 02:05:00,89.0,18.7,29.7,433.0,72.8,1.2
2024-03-23 02:10:00,89.0,18.7,29.6,431.2,72.5,1.2
2024-03-23 02:15:00,89.0,18.7,29.5,430.6,72.0,1.6
2024-03-23 02:20:00,89.0,18.7,29.3,429.6,71.8,1.6
2024-03-23 02:25:00,89.0,18.8,29.1,427.2,71.4,1.4
2024-03-23 02:30:00,89.0,18.8,29.1,429.4,71.0,1.4
2024-03-23 02:35:00,89.0,18.8,29.0,427.6,70.8,1.4
2024-03-23 02:40:00,89.0,18.8,28.9,425.0,68.2,1.4
2024-03-23 02:45:00,89.0,18.8,28.8,427.8,69.0,1.4
2024-03-23 02:50:00,88.6,18.8,28.6,428.8,69.0,1.8
2024-03-23 02:55:00,88.8,18.8,28.5,428.6,68.4,1.4
2024-03-23 03:00:00,88.2,18.8,28.4,431.0,68.0,1.6
2024-03-23 03:05:00,88.0,18.8,28.4,431.2,67.6,1.0
2024-03-23 03:10:00,88.0,18.8,28.3,431.4,65.8,1.4
2024-03-23 03:15:00,88.0,18.9,28.1,430.8,66.6,1.4
2024-03-23 03:20:00,88.0,18.9,27.8,426.6,67.0,1.2
2024-03-23 03:25:00,88.0,18.9,27.7,422.8,68.4,1.4
2024-03-23 03:30:00,88.0,18.9,27.6,425.4,67.8,1.6
2024-03-23 03:35:00,88.0,18.9,27.6,427.0,65.6,1.2
2024-03-23 03:40:00,88.0,18.9,27.5,427.0,64.6,1.0
2024-03-23 03:45:00,88.0,18.9,27.5,429.0,65.8,1.0
2024-03-23 03:50:00,88.0,18.9,27.4,430.8,63.8,1.0
2024-03-23 03:55:00,88.0,19.0,27.3,433.6,62.4,1.2
2024-03-23 04:00:00,88.0,19.0,27.3,432.6,62.6,1.0
2024-03-23 04:05:00,88.0,19.0,27.2,430.0,62.2,1.0
2024-03-23 04:10:00,88.0,19.0,26.9,426.4,65.8,1.6
2024-03-23 04:15:00,88.0,19.0,26.8,425.6,65.0,1.4
2024-03-23 04:20:00,88.0,19.0,26.9,424.8,67.0,1.4
2024-03-23 04:25:00,88.0,19.0,26.9,422.6,66.8,1.6
2024-03-23 04:30:00,88.0,19.0,26.7,422.4,66.8,1.2
2024-03-23 04:35:00,88.0,19.0,26.7,421.8,65.2,1.2
2024-03-23 04:40:00,87.2,18.9,26.6,421.6,66.0,1.2
2024-03-23 04:45:00,87.0,18.9,26.6,421.2,65.4,1.2
2024-03-23 04:50:00,87.0,18.9,26.5,421.8,65.2,1.6
2024-03-23 04:55:00,87.0,18.9,26.5,421.0,64.0,1.2
2024-03-23 05:00:00,87.0,18.9,26.5,419.4,64.6,1.2
2024-03-23 05:05:00,87.2,18.9,26.5,422.0,65.8,1.2
2024-03-23 05:10:00,87.0,18.9,26.2,424.4,64.6,1.4
2024-03-23 05:15:00,87.0,18.9,26.1,421.8,63.0,1.2
2024-03-23 05:20:00,87.0,18.9,26.1,421.0,62.0,1.8
2024-03-23 05:25:00,87.0,18.9,26.1,422.2,62.2,1.0
2024-03-23 05:30:00,86.2,18.9,25.9,420.8,63.6,1.6
2024-03-23 05:35:00,86.8,18.9,26.1,421.0,60.2,1.0
2024-03-23 05:40:00,86.6,18.9,26.0,423.6,61.6,1.4
2024-03-23 05:45:00,86.0,18.9,25.8,420.8,60.4,1.6
2024-03-23 05:50:00,86.2,18.9,25.8,422.2,60.2,1.6
2024-03-23 05:55:00,86.2,18.9,25.9,422.0,59.0,1.8
2024-03-23 06:00:00,86.0,18.8,25.7,423.0,59.0,1.0
2024-03-23 06:05:00,85.0,18.8,25.4,422.0,55.8,1.4
2024-03-23 06:10:00,85.0,18.8,25.4,422.2,57.4,1.6
2024-03-23 06:15:00,85.8,18.8,25.5,422.0,56.4,1.4
2024-03-23 06:20:00,86.0,18.9,25.6,423.4,55.2,1.2
2024-03-23 06:25:00,85.2,18.8,25.4,422.8,56.6,1.0
2024-03-23 06:30:00,85.0,18.8,25.3,422.8,55.0,1.0
2024-03-23 06:35:00,85.0,18.8,25.1,420.8,55.4,1.2
2024-03-23 06:40:00,85.0,18.8,25.2,422.6,55.8,1.0
2024-03-23 06:45:00,85.0,18.8,25.2,422.6,54.6,1.2
2024-03-23 06:50:00,85.0,18.7,25.0,421.2,55.0,1.2
2024-03-23 06:55:00,84.0,18.7,24.9,420.2,55.2,1.4
2024-03-23 07:00:00,84.6,18.8,24.9,420.2,53.8,1.2
2024-03-23 07:05:00,84.0,18.8,24.8,416.6,53.8,1.0
2024-03-23 07:10:00,84.0,18.7,24.7,419.0,53.8,1.2
2024-03-23 07:15:00,84.0,18.7,24.6,416.0,53.8,1.2
2024-03-23 07:20:00,84.0,18.6,24.5,412.4,52.4,1.6
2024-03-23 07:25:00,84.0,18.6,24.5,412.6,53.2,1.4
2024-03-23 07:30:00,84.0,18.7,24.4,416.4,53.6,1.0
2024-03-23 07:35:00,84.0,18.7,24.6,419.0,52.6,1.2
2024-03-23 07:40:00,84.4,18.8,24.9,421.2,53.0,1.8
2024-03-23 07:45:00,85.0,18.8,25.3,422.8,55.0,1.2
2024-03-23 07:50:00,85.0,18.8,25.2,425.6,56.4,1.8
2024-03-23 07:55:00,84.0,18.8,24.8,424.0,54.2,1.4
2024-03-23 08:00:00,84.2,18.8,24.7,424.4,53.8,1.4
2024-03-23 08:05:00,85.0,18.8,25.1,425.4,53.6,1.4
2024-03-23 08:10:00,84.5,18.8,24.9,426.2,55.5,1.5
2024-03-23 08:15:00,84.0,18.8,24.6,425.8,53.4,1.2
2024-03-23 08:20:00,84.0,18.8,24.4,426.0,53.8,1.6
2024-03-23 08:25:00,84.0,18.9,24.2,423.2,54.4,1.2
2024-03-23 08:30:00,84.0,18.9,24.2,420.2,54.0,1.4
2024-03-23 08:35:00,83.2,18.9,24.1,419.6,54.2,1.6
2024-03-23 08:40:00,83.0,18.9,24.0,421.8,54.2,1.0
2024-03-23 08:45:00,83.0,18.9,24.0,422.6,52.2,1.2
2024-03-23 08:50:00,83.0,18.8,23.9,424.4,52.8,1.2
2024-03-23 08:55:00,83.0,18.8,23.8,422.6,53.4,1.4
2024-03-23 09:00:00,83.0,18.8,23.7,421.4,54.2,1.6
2024-03-23 09:05:00,83.0,18.8,23.6,420.8,54.0,1.4
2024-03-23 09:10:00,82.0,18.8,23.5,422.4,54.6,1.6
2024-03-23 09:15:00,82.0,18.8,23.5,422.0,54.8,1.4
2024-03-23 09:20:00,82.0,18.9,23.4,421.4,55.0,1.8
2024-03-23 09:25:00,82.0,18.9,23.4,420.4,55.2,1.0
2024-03-23 09:30:00,82.0,18.9,23.3,422.6,53.4,1.6
2024-03-23 09:35:00,82.0,18.9,23.3,422.8,54.0,1.2
2024-03-23 09:40:00,82.0,18.9,23.2,419.8,55.2,1.0
2024-03-23 09:45:00,82.0,18.9,23.2,420.8,55.0,1.4
2024-03-23 09:50:00,82.0,18.9,23.2,420.8,55.8,1.4
2024-03-23 09:55:00,82.0,18.9,23.1,420.4,54.6,1.2
2024-03-23 10:00:00,82.0,19.0,23.1,419.8,55.2,1.0
2024-03-23 10:05:00,82.0,19.0,23.1,418.8,55.8,1.4
2024-03-23 10:10:00,82.0,18.9,23.1,418.0,55.2,1.0
2024-03-23 10:15:00,82.0,19.0,23.1,419.0,55.8,1.4
2024-03-23 10:20:00,82.0,18.9,23.0,417.4,56.0,1.6
2024-03-23 10:25:00,82.0,19.0,22.9,419.2,55.0,1.2
2024-03-23 10:30:00,82.0,19.0,22.9,419.6,57.0,2.0
2024-03-23 10:35:00,82.0,19.0,22.9,418.0,56.2,1.6
2024-03-23 10:40:00,82.0,19.0,22.9,417.6,56.6,1.6
2024-03-23 10:45:00,82.0,19.1,22.8,417.8,55.6,1.4
2024-03-23 10:50:00,82.0,19.0,22.8,418.8,54.6,1.8
2024-03-23 10:55:00,82.0,19.1,22.8,417.2,55.4,1.8
2024-03-23 11:00:00,82.0,19.1,22.7,419.2,55.8,1.6
2024-03-23 11:05:00,82.0,19.2,22.7,419.2,57.6,1.4
2024-03-23 11:10:00,82.0,19.3,22.7,419.0,56.0,1.6
2024-03-23 11:15:00,82.0,19.4,22.6,418.8,57.0,1.2
2024-03-23 11:20:00,82.0,19.4,22.6,417.6,58.0,1.2
2024-03-23 11:25:00,82.0,19.4,22.5,418.0,56.2,1.6
2024-03-23 11:30:00,82.0,19.5,22.4,417.2,56.6,1.6
2024-03-23 11:35:00,82.0,19.4,22.4,416.4,58.2,1.4
2024-03-23 11:40:00,82.0,19.4,22.4,418.2,56.2,1.2
2024-03-23 11:45:00,82.0,19.4,22.4,418.8,57.4,1.8
2024-03-23 11:50:00,82.0,19.4,22.4,419.4,57.2,1.6
2024-03-23 11:55:00,82.0,19.4,22.5,418.4,57.6,1.4
2024-03-23 12:00:00,82.4,19.5,22.5,420.4,56.8,1.0
2024-03-23 12:05:00,82.2,19.4,22.6,421.0,58.8,1.4
2024-03-23 12:10:00,82.0,19.4,22.6,419.0,58.4,1.6
2024-03-23 12:15:00,82.2,19.5,22.6,416.0,57.8,1.4
2024-03-23 12:20:00,82.6,19.5,22.5,416.0,56.8,1.6
2024-03-23 12:25:00,82.0,19.5,22.5,416.4,57.4,1.4
2024-03-23 12:30:00,82.2,19.5,22.5,417.4,56.6,2.0
2024-03-23 12:35:00,82.6,19.5,22.6,419.4,57.6,2.0
2024-03-23 12:40:00,82.2,19.5,22.6,418.8,57.6,2.0
2024-03-23 12:45:00,82.8,19.5,22.6,416.8,57.0,1.8
2024-03-23 12:50:00,83.0,19.5,22.6,419.6,57.6,2.0
2024-03-23 12:55:00,82.8,19.5,22.6,417.2,57.6,2.0
2024-03-23 13:00:00,83.0,19.6,22.6,414.5,57.2,1.8
2024-03-23 13:05:00,83.0,19.6,22.5,414.0,58.6,1.8
2024-03-23 13:10:00,83.0,19.7,22.5,413.0,59.4,2.0
2024-03-23 13:15:00,83.0,19.7,22.5,416.4,59.0,2.0
2024-03-23 13:20:00,83.0,19.7,22.6,417.6,59.4,1.8
2024-03-23 13:25:00,83.0,19.8,22.4,416.6,58.6,1.6
2024-03-23 13:30:00,83.0,19.8,22.5,416.0,59.4,1.4
2024-03-23 13:35:00,83.0,19.7,22.7,417.2,58.4,1.8
2024-03-23 13:40:00,83.0,19.8,22.6,420.0,60.2,1.8
2024-03-23 13:45:00,83.2,19.8,22.7,417.2,60.4,2.0
2024-03-23 13:50:00,83.8,19.8,22.8,414.8,60.6,1.6
2024-03-23 13:55:00,83.2,19.7,22.8,416.4,59.8,1.8
2024-03-23 14:00:00,83.0,19.7,22.9,416.6,57.6,1.6
2024-03-23 14:05:00,83.0,19.6,22.9,414.8,57.8,1.6
2024-03-23 14:10:00,83.4,19.6,23.1,415.8,58.0,1.8
2024-03-23 14:15:00,83.0,19.5,23.1,416.4,57.0,1.8
2024-03-23 14:20:00,83.0,19.5,23.1,417.2,58.6,1.4
2024-03-23 14:25:00,83.8,19.5,23.2,417.6,58.6,1.8
2024-03-23 14:30:00,83.0,19.5,23.1,414.6,57.6,1.8
2024-03-23 14:35:00,83.0,19.5,23.0,414.0,58.2,1.2
2024-03-23 14:40:00,83.0,19.5,22.9,416.6,60.0,1.2
2024-03-23 14:45:00,83.0,19.6,22.7,415.0,58.6,1.2
2024-03-23 14:50:00,83.0,19.6,22.6,414.6,60.4,1.0
2024-03-23 14:55:00,83.0,19.6,22.6,416.2,60.8,1.8
2024-03-23 15:00:00,83.0,19.6,22.7,415.0,59.8,1.0
2024-03-23 15:05:00,83.0,19.6,22.7,415.6,59.0,1.6
2024-03-23 15:10:00,83.0,19.6,22.8,413.8,59.8,1.2
2024-03-23 15:15:00,83.0,19.7,22.8,414.2,58.2,1.0
2024-03-23 15:20:00,83.0,19.6,23.0,415.0,58.8,1.6
2024-03-23 15:25:00,83.0,19.6,23.0,416.2,59.2,1.2
2024-03-23 15:30:00,83.2,19.6,23.0,417.6,58.8,1.4
2024-03-23 15:35:00,83.0,19.6,23.0,416.4,59.0,1.6
2024-03-23 15:40:00,83.0,19.5,23.1,416.4,59.0,1.0
2024-03-23 15:45:00,83.0,19.5,23.1,414.6,58.0,1.4
2024-03-23 15:50:00,83.0,19.5,23.1,414.8,59.6,1.2
2024-03-23 15:55:00,83.0,19.5,23.1,412.0,58.6,1.6
2024-03-23 16:00:00,83.0,19.5,23.1,415.0,58.2,1.6
2024-03-23 16:05:00,83.0,19.5,23.0,413.2,58.0,1.4
2024-03-23 16:10:00,83.0,19.5,23.1,412.8,59.2,1.4
2024-03-23 16:15:00,84.0,19.5,23.2,413.8,58.8,1.2
2024-03-23 16:20:00,84.8,19.6,23.9,416.2,62.4,2.0
2024-03-23 16:25:00,87.0,19.6,25.2,416.2,69.2,1.8
2024-03-23 16:30:00,88.2,19.6,25.9,416.0,76.6,2.0
2024-03-23 16:35:00,89.0,19.6,26.7,418.8,81.4,2.2
2024-03-23 16:40:00,90.0,19.6,27.8,420.4,85.6,2.4
2024-03-23 16:45:00,90.8,19.6,29.2,422.0,90.4,2.2
2024-03-23 16:50:00,92.0,19.6,30.5,425.0,93.8,2.0
2024-03-23 16:55:00,92.4,19.6,31.3,425.8,97.2,2.0
2024-03-23 17:00:00,93.0,19.6,32.0,424.6,100.6,2.4
2024-03-23 17:05:00,93.0,19.6,32.2,423.2,101.6,2.2
2024-03-23 17:10:00,93.0,19.6,32.4,425.6,102.4,2.4
2024-03-23 17:15:00,93.0,19.6,32.1,424.6,100.4,2.0
2024-03-23 17:20:00,93.0,19.7,31.8,422.0,101.0,2.2
2024-03-23 17:25:00,93.0,19.7,31.9,421.6,98.2,2.0
2024-03-23 17:30:00,93.0,19.7,31.9,422.0,99.8,2.0
2024-03-23 17:35:00,93.0,19.7,31.9,421.4,98.6,2.0
2024-03-23 17:40:00,93.0,19.7,31.9,420.2,99.6,2.0
2024-03-23 17:45:00,93.0,19.7,31.9,419.0,98.0,2.2
2024-03-23 17:50:00,93.0,19.7,31.9,422.4,95.0,2.0
2024-03-23 17:55:00,93.0,19.7,32.0,421.0,95.6,2.4
2024-03-23 18:00:00,93.0,19.7,32.1,421.4,94.8,2.0
2024-03-23 18:05:00,93.0,19.7,32.1,422.4,94.6,2.0
2024-03-23 18:10:00,93.0,19.7,32.2,420.2,93.8,1.8
2024-03-23 18:15:00,93.0,19.7,32.2,420.2,95.2,2.2
2024-03-23 18:20:00,93.6,19.6,32.5,421.0,93.0,1.8
2024-03-23 18:25:00,94.0,19.6,32.7,420.2,95.8,2.2
2024-03-23 18:30:00,93.0,19.6,32.4,422.4,96.8,2.2
2024-03-23 18:35:00,93.0,19.6,32.2,423.2,97.2,2.0
2024-03-23 18:40:00,93.0,19.6,32.2,421.6,99.4,2.0
2024-03-23 18:45:00,93.0,19.6,32.2,420.2,97.4,2.0
2024-03-23 18:50:00,93.0,19.6,32.4,422.2,98.2,2.0
2024-03-23 18:55:00,93.2,19.6,32.5,422.4,96.8,1.8
2024-03-23 19:00:00,93.6,19.6,32.7,420.2,98.2,1.8
2024-03-23 19:05:00,94.0,19.6,33.0,422.8,97.6,1.8
2024-03-23 19:10:00,94.0,19.6,33.2,426.4,99.8,1.8
2024-03-23 19:15:00,94.4,19.6,33.8,426.8,101.4,1.8
2024-03-23 19:20:00,95.0,19.6,34.4,426.6,107.4,2.0
2024-03-23 19:25:00,95.0,19.6,34.8,428.6,105.2,1.8
2024-03-23 19:30:00,95.0,19.6,35.1,428.0,104.6,2.0
2024-03-23 19:35:00,95.4,19.6,35.3,430.6,104.6,2.0
2024-03-23 19:40:00,96.0,19.6,35.5,432.0,103.0,2.0
2024-03-23 19:45:00,96.0,19.6,35.5,433.0,102.8,2.0
2024-03-23 19:50:00,96.0,19.6,35.6,435.0,101.6,2.0
2024-03-23 19:55:00,96.0,19.6,35.5,436.2,100.8,2.0
2024-03-23 20:00:00,96.0,19.6,35.6,436.8,100.6,2.0
2024-03-23 20:05:00,96.0,19.6,35.6,435.4,101.2,2.2
2024-03-23 20:10:00,96.0,19.6,35.6,433.0,100.2,1.4
2024-03-23 20:15:00,96.0,19.6,35.5,431.8,101.5,1.8
2024-03-23 20:20:00,96.0,19.6,35.5,432.4,99.8,1.4
2024-03-23 20:25:00,96.0,19.6,35.5,431.0,98.2,1.0
2024-03-23 20:30:00,96.0,19.6,35.5,431.6,96.4,1.0
2024-03-23 20:35:00,96.0,19.6,35.5,432.0,95.4,1.2
2024-03-23 20:40:00,96.0,19.6,35.5,432.2,97.2,1.2
2024-03-23 20:45:00,96.0,19.6,35.6,432.8,95.2,1.0
2024-03-23 20:50:00,96.0,19.6,35.5,434.2,92.4,1.0
2024-03-23 20:55:00,96.0,19.6,35.5,435.6,93.0,1.2
2024-03-23 21:00:00,96.0,19.6,35.4,436.8,93.6,1.4
2024-03-23 21:05:00,95.8,19.7,35.2,435.2,94.4,1.2
2024-03-23 21:10:00,96.0,19.7,35.1,433.0,96.5,1.5
2024-03-23 21:15:00,95.8,19.6,35.2,431.4,97.4,1.6
2024-03-23 21:20:00,96.0,19.7,35.2,434.6,96.4,1.4
2024-03-23 21:25:00,95.2,19.6,35.1,434.6,95.8,1.0
2024-03-23 21:30:00,95.0,19.7,35.0,432.4,97.8,1.2
2024-03-23 21:35:00,95.0,19.7,35.0,434.6,99.4,1.8
2024-03-23 21:40:00,95.2,19.7,34.9,435.0,98.8,1.4
2024-03-23 21:45:00,95.0,19.7,34.7,435.4,99.4,1.4
2024-03-23 21:50:00,95.0,19.7,34.6,434.6,98.8,1.8
2024-03-23 21:55:00,95.0,19.7,34.6,434.2,99.6,1.2
2024-03-23 22:00:00,95.0,19.7,34.5,431.6,96.8,1.8
2024-03-23 22:05:00,95.0,19.7,34.5,432.6,99.2,1.8
2024-03-23 22:10:00,95.0,19.7,34.6,430.0,96.6,2.0
2024-03-23 22:15:00,95.0,19.7,34.5,431.2,97.6,1.8
2024-03-23 22:20:00,95.0,19.7,34.6,432.2,96.6,2.2
2024-03-23 22:25:00,95.0,19.7,34.6,432.8,97.4,1.8
2024-03-23 22:30:00,94.8,19.7,33.9,432.8,98.4,1.4
2024-03-23 22:35:00,94.2,19.7,33.4,432.0,97.2,1.0
2024-03-23 22:40:00,94.0,19.7,33.0,432.0,96.2,1.0
2024-03-23 22:45:00,93.8,19.6,32.6,430.4,96.6,1.0
2024-03-23 22:50:00,93.0,19.6,32.2,427.4,95.0,1.0
2024-03-23 22:55:00,93.0,19.6,31.8,427.2,97.6,1.0
2024-03-23 23:00:00,93.0,19.7,31.5,426.6,96.4,1.0
2024-03-23 23:05:00,93.0,19.7,31.2,427.0,95.0,0.8
2024-03-23 23:10:00,93.0,19.7,31.2,426.4,94.8,0.8
2024-03-23 23:15:00,92.0,19.7,30.9,426.4,94.8,0.8
2024-03-23 23:20:00,92.6,19.7,31.0,427.0,94.6,0.2
2024-03-23 23:25:00,93.0,19.7,31.3,427.4,96.8,0.8
2024-03-23 23:30:00,93.0,19.7,31.2,428.4,96.2,0.6
2024-03-23 23:35:00,93.0,19.7,31.6,426.8,97.4,1.0
2024-03-23 23:40:00,93.0,19.7,31.8,429.4,97.2,0.4
2024-03-23 23:45:00,93.0,19.7,31.5,430.8,97.8,1.0
2024-03-23 23:50:00,93.0,19.7,31.2,430.0,96.8,0.8
2024-03-23 23:55:00,93.0,19.7,31.0,429.4,95.0,0.8
2024-03-24 00:00:00,93.0,19.7,31.1,430.0,95.2,1.0
2024-03-24 00:05:00,92.2,19.6,31.0,428.2,95.0,0.2
2024-03-24 00:10:00,92.0,19.6,30.8,429.6,93.2,0.8
2024-03-24 00:15:00,92.0,19.6,30.5,428.4,92.8,0.8
2024-03-24 00:20:00,92.0,19.6,30.4,426.6,90.4,1.0
2024-03-24 00:25:00,92.0,19.6,30.4,423.8,88.6,1.0
2024-03-24 00:30:00,92.0,19.6,30.2,424.2,89.2,0.8
2024-03-24 00:35:00,92.0,19.6,30.2,425.2,87.4,1.0
2024-03-24 00:40:00,91.0,19.5,30.1,423.4,88.4,0.8
2024-03-24 00:45:00,91.0,19.6,29.9,425.0,86.6,0.8
2024-03-24 00:50:00,91.0,19.5,29.9,425.6,85.6,0.4
2024-03-24 00:55:00,91.0,19.4,29.7,423.4,84.4,0.8
2024-03-24 01:00:00,91.0,19.4,29.3,424.8,83.8,0.2
2024-03-24 01:05:00,90.4,19.4,29.2,422.0,81.4,0.4
2024-03-24 01:10:00,90.0,19.4,28.9,421.0,81.0,0.4
2024-03-24 01:15:00,89.6,19.3,28.5,420.8,78.2,0.2
2024-03-24 01:20:00,89.0,19.1,28.1,420.8,73.4,0.2
2024-03-24 01:25:00,88.6,19.1,27.5,417.2,69.8,0.0
2024-03-24 01:30:00,88.0,19.0,27.1,419.0,67.2,0.4
2024-03-24 01:35:00,87.8,19.0,26.7,422.8,64.4,0.6
2024-03-24 01:40:00,87.0,18.9,26.3,420.6,61.2,0.2
2024-03-24 01:45:00,86.2,18.9,25.9,418.6,58.4,0.4
2024-03-24 01:50:00,85.8,18.8,25.6,416.8,56.4,0.4
2024-03-24 01:55:00,85.0,18.8,25.1,414.4,55.2,0.2
2024-03-24 02:00:00,84.0,18.8,24.7,414.6,51.6,0.8
2024-03-24 02:05:00,84.0,18.8,24.4,414.0,51.0,0.8
2024-03-24 02:10:00,83.5,18.7,24.4,413.8,49.8,0.2
2024-03-24 02:15:00,83.2,18.7,24.3,413.6,50.2,0.4
2024-03-24 02:20:00,83.0,18.6,24.2,414.6,48.8,0.4
2024-03-24 02:25:00,83.0,18.6,24.2,416.4,49.4,0.8
2024-03-24 02:30:00,83.0,18.6,24.1,416.0,49.8,0.4
2024-03-24 02:35:00,83.0,18.5,24.1,415.4,48.6,0.6
2024-03-24 02:40:00,83.0,18.5,24.2,417.4,48.2,0.6
2024-03-24 02:45:00,82.6,18.5,24.1,418.4,47.2,0.4
2024-03-24 02:50:00,82.2,18.5,24.1,416.8,47.0,0.6
2024-03-24 02:55:00,82.0,18.4,24.1,417.2,47.2,0.2
2024-03-24 03:00:00,82.0,18.5,23.9,416.2,45.8,0.2
2024-03-24 03:05:00,82.0,18.4,23.8,417.0,47.0,0.6
2024-03-24 03:10:00,82.0,18.5,23.6,418.2,46.4,0.6
2024-03-24 03:15:00,81.2,18.4,23.5,415.8,44.6,0.8
2024-03-24 03:20:00,81.0,18.4,23.4,414.2,45.4,0.2
2024-03-24 03:25:00,80.8,18.4,23.1,415.6,45.8,0.2
2024-03-24 03:30:00,80.0,18.4,23.0,414.8,43.8,0.6
2024-03-24 03:35:00,80.0,18.4,22.9,414.0,43.8,0.6
2024-03-24 03:40:00,80.0,18.4,22.9,413.4,44.0,1.0
2024-03-24 03:45:00,80.0,18.4,22.7,412.6,43.4,0.2
2024-03-24 03:50:00,80.0,18.3,22.7,411.4,42.6,0.4
2024-03-24 03:55:00,80.0,18.3,22.7,411.4,41.8,0.2
2024-03-24 04:00:00,80.0,18.3,22.7,412.8,43.0,0.6
2024-03-24 04:05:00,79.2,18.2,22.6,413.4,41.8,0.8
2024-03-24 04:10:00,79.0,18.2,22.5,414.8,42.6,0.2
2024-03-24 04:15:00,79.0,18.2,22.4,415.2,41.6,0.6
2024-03-24 04:20:00,79.0,18.2,22.3,414.0,41.4,0.4
2024-03-24 04:25:00,79.0,18.2,22.2,413.8,41.6,0.6
2024-03-24 04:30:00,79.0,18.2,22.1,412.0,40.8,0.8
2024-03-24 04:35:00,78.8,18.2,22.0,411.4,41.2,0.6
2024-03-24 04:40:00,79.0,18.2,22.1,409.6,41.4,0.6
2024-03-24 04:45:00,78.0,18.2,21.9,412.6,40.4,0.4
2024-03-24 04:50:00,78.0,18.2,21.9,414.4,40.2,0.4
2024-03-24 04:55:00,78.0,18.2,21.8,412.6,41.4,0.4
2024-03-24 05:00:00,78.0,18.2,21.7,413.6,40.6,0.8
2024-03-24 05:05:00,78.0,18.2,21.7,411.0,40.8,0.6
2024-03-24 05:10:00,78.0,18.2,21.7,412.2,40.2,1.0
2024-03-24 05:15:00,78.0,18.2,21.7,415.4,39.8,0.6
2024-03-24 05:20:00,78.0,18.2,21.6,416.0,41.2,0.8
2024-03-24 05:25:00,78.0,18.2,21.5,411.6,39.6,0.8
2024-03-24 05:30:00,77.0,18.1,21.5,412.8,39.0,0.2
2024-03-24 05:35:00,77.0,18.1,21.3,414.0,39.6,1.0
2024-03-24 05:40:00,77.0,18.1,21.2,416.6,39.4,0.6
2024-03-24 05:45:00,77.0,18.1,21.1,415.2,38.2,1.0
2024-03-24 05:50:00,77.0,18.1,21.0,414.0,37.2,0.6
2024-03-24 05:55:00,77.0,18.2,20.9,413.6,37.4,1.0
2024-03-24 06:00:00,77.0,18.2,20.8,413.0,38.0,0.4
2024-03-24 06:05:00,76.4,18.1,20.8,412.8,36.6,0.8
2024-03-24 06:10:00,76.6,18.1,20.8,412.4,37.2,1.2
2024-03-24 06:15:00,77.0,18.2,20.8,414.4,37.2,0.8
2024-03-24 06:20:00,76.8,18.2,20.7,412.8,39.0,0.8
2024-03-24 06:25:00,76.2,18.2,20.6,412.8,37.8,0.8
